E / V,j / uA cm-2
0.0669,-1.717
0.0673,0.1728
0.0676,2.4837
0.0679,6.8357
0.0682,11.4684
0.0685,15.8959
0.0688,20.1939
0.0691,23.0124
0.0694,25.1505
0.0697,26.9
0.0701,27.4723
0.0703,28.1526
0.0706,28.6602
0.0709,28.5306
0.0712,28.9625
0.0715,29.1137
0.0718,29.0165
0.0721,29.5241
0.0724,29.5133
0.0727,29.5457
0.073,30.0316
0.0733,29.8696
0.0736,30.0316
0.0739,30.388
0.0742,30.1504
0.0745,30.4636
0.0748,30.6255
0.0751,30.3772
0.0754,30.7768
0.0757,30.7552
0.076,30.6255
0.0763,31.0575
0.0766,30.8955
0.0769,30.9279
0.0772,31.2735
0.0776,30.9603
0.0778,31.1223
0.0781,31.3275
0.0784,31.0359
0.0787,31.3491
0.079,31.3707
0.0793,31.1331
0.0796,31.5111
0.0799,31.3815
0.0802,31.2951
0.0805,31.6622
0.0808,31.3707
0.0811,31.4355
0.0814,31.6947
0.0817,31.3707
0.082,31.6082
0.0823,31.6947
0.0827,31.3707
0.0829,31.6947
0.0832,31.6191
0.0835,31.4463
0.0838,31.835
0.0842,31.6082
0.0845,31.5651
0.0847,31.8567
0.0851,31.5111
0.0853,31.6407
0.0856,31.8027
0.086,31.4571
0.0863,31.727
0.0865,31.727
0.0868,31.4463
0.0871,31.8027
0.0874,31.6407
0.0878,31.5327
0.088,31.8782
0.0883,31.5759
0.0886,31.6191
0.0889,31.8674
0.0892,31.5003
0.0896,31.7054
0.0898,31.781
0.0902,31.4571
0.0904,31.7702
0.0907,31.6622
0.091,31.4355
0.0914,31.781
0.0917,31.5543
0.092,31.5003
0.0922,31.8027
0.0925,31.4463
0.0928,31.5651
0.0932,31.7379
0.0935,31.3923
0.0938,31.6731
0.094,31.6731
0.0943,31.3815
0.0946,31.7162
0.0949,31.5327
0.0953,31.3923
0.0955,31.7379
0.0958,31.4355
0.0961,31.4787
0.0964,31.7162
0.0968,31.3491
0.097,31.5543
0.0973,31.6407
0.0976,31.3059
0.0979,31.6191
0.0982,31.5219
0.0986,31.3059
0.0988,31.6731
0.0991,31.4355
0.0995,31.3707
0.0997,31.6731
0.1001,31.3275
0.1004,31.4571
0.1006,31.6299
0.101,31.2735
0.1013,31.5219
0.1015,31.5111
0.1019,31.2195
0.1021,31.5759
0.1024,31.4139
0.1028,31.2951
0.103,31.6515
0.1033,31.3707
0.1037,31.4247
0.1039,31.6731
0.1043,31.3059
0.1045,31.4787
0.1048,31.5651
0.1051,31.2411
0.1055,31.5651
0.1058,31.4787
0.1061,31.2519
0.1063,31.5975
0.1066,31.3599
0.107,31.3275
0.1073,31.6515
0.1076,31.3167
0.1079,31.4355
0.1081,31.6082
0.1085,31.2627
0.1087,31.5435
0.1091,31.5543
0.1094,31.2735
0.1097,31.6407
0.11,31.5003
0.1103,31.3815
0.1105,31.7162
0.1109,31.4139
0.1112,31.4247
0.1115,31.6622
0.1118,31.2951
0.1121,31.4895
0.1123,31.5975
0.1127,31.2843
0.113,31.5975
0.1133,31.5435
0.1136,31.3491
0.1138,31.7162
0.1142,31.4895
0.1145,31.4355
0.1148,31.7594
0.1151,31.4355
0.1154,31.5759
0.1157,31.7702
0.116,31.4247
0.1163,31.6947
0.1166,31.727
0.1169,31.4571
0.1172,31.8242
0.1175,31.6407
0.1178,31.4679
0.1181,31.8134
0.1184,31.5327
0.1187,31.5975
0.119,31.9106
0.1193,31.5759
0.1196,31.781
0.1199,31.8782
0.1202,31.5543
0.1205,31.889
0.1208,31.8134
0.1211,31.5867
0.1214,31.943
0.1217,31.7162
0.122,31.6839
0.1223,32.0402
0.1226,31.7162
0.1229,31.8458
0.1232,32.0294
0.1235,31.6839
0.1238,31.9646
0.1241,31.9862
0.1244,31.7054
0.1247,32.0618
0.125,31.9214
0.1253,31.781
0.1256,32.1266
0.1259,31.8567
0.1262,31.8998
0.1264,32.1806
0.1268,31.8242
0.1271,32.0402
0.1274,32.159
0.1277,31.8458
0.128,32.1806
0.1283,32.1158
0.1286,31.8998
0.1289,32.2562
0.1292,32.0294
0.1295,31.9862
0.1298,32.321
0.1301,31.9862
0.1304,32.105
0.1307,32.2886
0.131,31.9322
0.1313,32.2022
0.1316,32.2346
0.1319,31.9538
0.1322,32.3102
0.1325,32.159
0.1328,32.0078
0.1331,32.3642
0.1334,32.0834
0.1337,32.1374
0.134,32.4182
0.1343,32.0726
0.1346,32.2562
0.1349,32.3534
0.1352,31.997
0.1355,32.321
0.1358,32.267
0.1361,32.0402
0.1364,32.4074
0.1367,32.1698
0.137,32.105
0.1373,32.4182
0.1376,32.0942
0.1379,32.1914
0.1382,32.3534
0.1385,31.9862
0.1388,32.2454
0.1391,32.2778
0.1394,31.997
0.1397,32.3642
0.14,32.213
0.1403,32.0726
0.1406,32.4074
0.1409,32.0942
0.1412,32.105
0.1415,32.375
0.1418,32.0078
0.1421,32.1914
0.1424,32.2994
0.1427,31.9538
0.143,32.267
0.1433,32.1914
0.1436,31.9754
0.1439,32.3534
0.1442,32.1482
0.1445,32.0726
0.1448,32.3858
0.1451,32.0294
0.1454,32.1266
0.1457,32.3102
0.146,31.9538
0.1463,32.2022
0.1466,32.213
0.1469,31.9106
0.1472,32.267
0.1475,32.1266
0.1478,31.9754
0.1481,32.3318
0.1484,32.051
0.1487,32.0726
0.149,32.3318
0.1493,31.9646
0.1496,32.1482
0.1499,32.2562
0.1502,31.9106
0.1505,32.2238
0.1508,32.159
0.1511,31.9214
0.1514,32.267
0.1517,32.0402
0.152,31.9754
0.1523,32.3102
0.1526,31.9754
0.1529,32.0834
0.1532,32.267
0.1535,31.8998
0.1538,32.159
0.1541,32.2022
0.1544,31.9106
0.1547,32.267
0.155,32.1158
0.1553,31.9646
0.1556,32.2994
0.1559,32.0078
0.1562,32.0294
0.1565,32.3102
0.1568,31.9538
0.1571,32.1374
0.1574,32.2346
0.1577,31.8782
0.158,32.1914
0.1583,32.1266
0.1586,31.8998
0.1589,32.2778
0.1592,32.0834
0.1595,32.0078
0.1598,32.321
0.1601,31.9862
0.1604,32.0942
0.1607,32.2994
0.161,31.943
0.1613,32.1914
0.1616,32.2022
0.1619,31.889
0.1622,32.2346
0.1625,32.105
0.1628,31.9646
0.1631,32.321
0.1634,32.0294
0.1637,32.0618
0.164,32.3426
0.1643,31.997
0.1646,32.1806
0.1649,32.2886
0.1652,31.943
0.1655,32.267
0.1658,32.213
0.1661,31.9754
0.1664,32.3318
0.1667,32.0942
0.167,32.0078
0.1673,32.3318
0.1676,32.0078
0.1679,32.1266
0.1682,32.3318
0.1685,31.9862
0.1688,32.2454
0.1691,32.267
0.1694,31.9754
0.1697,32.321
0.17,32.1806
0.1703,32.0078
0.1706,32.375
0.1709,32.0942
0.1712,32.105
0.1715,32.3858
0.1718,32.0294
0.1721,32.2238
0.1724,32.3426
0.1727,32.0078
0.173,32.2994
0.1733,32.2346
0.1736,31.997
0.1739,32.3642
0.1742,32.159
0.1745,32.105
0.1748,32.4398
0.1751,32.105
0.1754,32.2022
0.1757,32.4074
0.176,32.051
0.1763,32.3102
0.1766,32.3534
0.1769,32.051
0.1772,32.3966
0.1775,32.2454
0.1778,32.0726
0.1781,32.429
0.1784,32.1482
0.1787,32.159
0.179,32.429
0.1793,32.0834
0.1796,32.267
0.1799,32.3858
0.1802,32.0402
0.1805,32.3534
0.1808,32.3102
0.1811,32.0726
0.1814,32.429
0.1817,32.2022
0.182,32.1374
0.1823,32.4938
0.1826,32.1914
0.1829,32.3102
0.1832,32.5046
0.1835,32.1374
0.1838,32.3966
0.1841,32.429
0.1844,32.1266
0.1847,32.4614
0.185,32.2994
0.1853,32.1374
0.1856,32.4938
0.1859,32.2238
0.1862,32.2562
0.1865,32.5478
0.1868,32.1806
0.1871,32.3642
0.1874,32.4938
0.1878,32.1482
0.188,32.4506
0.1883,32.3858
0.1886,32.1374
0.1889,32.4938
0.1892,32.3102
0.1895,32.2562
0.1898,32.5909
0.1901,32.2562
0.1904,32.3426
0.1907,32.5478
0.1911,32.1914
0.1913,32.429
0.1916,32.4506
0.1919,32.159
0.1922,32.4938
0.1925,32.3642
0.1928,32.213
0.1931,32.5586
0.1934,32.2886
0.1937,32.3102
0.194,32.6018
0.1943,32.2562
0.1946,32.4506
0.1949,32.5694
0.1952,32.2346
0.1955,32.537
0.1958,32.4722
0.1961,32.213
0.1964,32.5694
0.1967,32.3642
0.197,32.2886
0.1973,32.6126
0.1976,32.2994
0.1979,32.4182
0.1982,32.6341
0.1985,32.2778
0.1988,32.5154
0.1991,32.5586
0.1994,32.2454
0.1997,32.5909
0.2,32.4398
0.2003,32.2886
0.2006,32.6557
0.2009,32.3858
0.2012,32.3966
0.2015,32.6666
0.2019,32.2994
0.2021,32.4722
0.2024,32.6018
0.2027,32.267
0.203,32.5801
0.2034,32.537
0.2037,32.2994
0.2039,32.6557
0.2042,32.429
0.2045,32.3318
0.2048,32.6557
0.2052,32.3426
0.2054,32.4506
0.2057,32.6774
0.206,32.3318
0.2063,32.5801
0.2066,32.6126
0.207,32.2886
0.2072,32.6126
0.2075,32.4722
0.2078,32.321
0.2081,32.6774
0.2084,32.3966
0.2088,32.3966
0.2091,32.6881
0.2094,32.3318
0.2096,32.5154
0.2099,32.6557
0.2103,32.3102
0.2106,32.6234
0.2109,32.5801
0.2112,32.321
0.2114,32.6666
0.2117,32.4398
0.212,32.3534
0.2123,32.6881
0.2126,32.3642
0.2129,32.4614
0.2132,32.6557
0.2135,32.2886
0.2139,32.5262
0.2141,32.5694
0.2145,32.2778
0.2147,32.6341
0.215,32.5262
0.2153,32.375
0.2157,32.7314
0.216,32.4506
0.2163,32.4398
0.2166,32.6989
0.2169,32.321
0.2171,32.4938
0.2175,32.6126
0.2178,32.267
0.2181,32.5694
0.2184,32.5262
0.2187,32.2778
0.2189,32.6234
0.2193,32.4182
0.2196,32.3318
0.2198,32.6557
0.2201,32.3102
0.2204,32.3966
0.2207,32.6018
0.2211,32.2454
0.2213,32.4938
0.2216,32.5262
0.2219,32.213
0.2222,32.5478
0.2225,32.4074
0.2229,32.2346
0.2231,32.5801
0.2235,32.2886
0.2238,32.2886
0.224,32.5694
0.2243,32.2022
0.2247,32.375
0.2249,32.4938
0.2253,32.1266
0.2255,32.4182
0.2258,32.375
0.2261,32.1266
0.2265,32.483
0.2268,32.267
0.2271,32.1698
0.2273,32.483
0.2276,32.159
0.2279,32.2562
0.2283,32.4614
0.2286,32.0834
0.2288,32.2994
0.2291,32.3318
0.2294,32.0186
0.2298,32.3426
0.2301,32.1914
0.2304,32.0078
0.2306,32.3534
0.2309,32.0834
0.2313,32.0942
0.2316,32.3642
0.2319,31.997
0.2322,32.1482
0.2325,32.2562
0.2328,31.8998
0.233,32.1914
0.2334,32.1374
0.2337,31.889
0.234,32.2454
0.2343,32.0294
0.2346,31.9322
0.2348,32.2346
0.2352,31.889
0.2355,31.9538
0.2358,32.1482
0.2361,31.781
0.2364,32.0186
0.2366,32.051
0.237,31.7379
0.2373,32.0834
0.2376,31.9538
0.2379,31.7702
0.2381,32.1158
0.2385,31.8242
0.2388,31.8134
0.2391,32.0618
0.2394,31.6839
0.2397,31.8458
0.24,31.9538
0.2403,31.5867
0.2406,31.889
0.2409,31.835
0.2412,31.5867
0.2415,31.9322
0.2418,31.6947
0.2421,31.5867
0.2424,31.8998
0.2427,31.5651
0.243,31.6407
0.2433,31.835
0.2436,31.4571
0.2439,31.6731
0.2442,31.7054
0.2445,31.3923
0.2448,31.7379
0.2451,31.6082
0.2454,31.4247
0.2456,31.7594
0.246,31.4679
0.2463,31.4571
0.2466,31.727
0.2469,31.3491
0.2472,31.5003
0.2475,31.6082
0.2478,31.2519
0.2481,31.5435
0.2484,31.4895
0.2487,31.2087
0.249,31.5435
0.2493,31.3275
0.2496,31.2411
0.2499,31.5543
0.2502,31.2087
0.2505,31.2735
0.2507,31.4571
0.2511,31.0791
0.2514,31.3167
0.2517,31.3491
0.252,31.0359
0.2522,31.3815
0.2526,31.2411
0.2529,31.0467
0.2532,31.3707
0.2535,31.0683
0.2538,31.0575
0.2541,31.3275
0.2544,30.9819
0.2547,31.1439
0.255,31.2735
0.2553,30.9171
0.2556,31.1979
0.2559,31.1439
0.2562,30.8847
0.2565,31.2303
0.2568,31.0143
0.2571,30.8847
0.2574,31.1763
0.2577,30.82
0.258,30.8955
0.2583,31.1007
0.2586,30.7335
0.2589,30.9711
0.2592,31.0251
0.2595,30.712
0.2597,31.0467
0.2601,30.8955
0.2604,30.712
0.2607,31.0467
0.261,30.766
0.2613,30.7552
0.2616,31.0143
0.2619,30.6472
0.2622,30.7983
0.2625,30.9171
0.2628,30.5824
0.2631,30.8847
0.2634,30.82
0.2637,30.55
0.264,30.874
0.2643,30.658
0.2646,30.5608
0.2649,30.8847
0.2652,30.5608
0.2655,30.658
0.2658,30.8631
0.2661,30.496
0.2664,30.7228
0.2667,30.7443
0.267,30.4096
0.2673,30.7335
0.2676,30.5824
0.2679,30.3988
0.2682,30.7552
0.2685,30.496
0.2688,30.4852
0.2691,30.7552
0.2694,30.3988
0.2697,30.5716
0.27,30.7012
0.2703,30.3556
0.2706,30.6472
0.2709,30.5932
0.2712,30.334
0.2715,30.6904
0.2718,30.4744
0.2721,30.3772
0.2724,30.6904
0.2727,30.3556
0.273,30.4312
0.2733,30.6472
0.2736,30.3016
0.2739,30.5284
0.2742,30.55
0.2745,30.2476
0.2748,30.5824
0.2751,30.4636
0.2754,30.2908
0.2757,30.6364
0.276,30.3556
0.2763,30.334
0.2766,30.604
0.2769,30.2476
0.2772,30.388
0.2775,30.5176
0.2778,30.172
0.2781,30.4744
0.2784,30.4204
0.2787,30.1504
0.279,30.4852
0.2793,30.28
0.2796,30.1828
0.2799,30.4852
0.2802,30.1612
0.2805,30.226
0.2808,30.4096
0.2811,30.0316
0.2814,30.2584
0.2817,30.2908
0.282,29.9561
0.2823,30.2584
0.2826,30.0748
0.2829,29.8696
0.2832,30.1936
0.2835,29.9021
0.2838,29.8696
0.2841,30.0964
0.2844,29.6753
0.2847,29.8048
0.285,29.9021
0.2853,29.5133
0.2856,29.7725
0.2859,29.6753
0.2862,29.3729
0.2865,29.6645
0.2868,29.4053
0.2871,29.2541
0.2874,29.5025
0.2877,29.1029
0.288,29.1029
0.2883,29.2433
0.2886,28.8329
0.2889,29.0057
0.2892,28.9841
0.2895,28.6062
0.2898,28.8762
0.2901,28.6818
0.2904,28.4442
0.2907,28.725
0.291,28.3794
0.2913,28.3038
0.2916,28.4982
0.2919,28.077
0.2922,28.1742
0.2925,28.2282
0.2928,27.8287
0.2931,28.0662
0.2934,27.9582
0.2937,27.6559
0.294,27.9367
0.2943,27.6559
0.2946,27.5047
0.2949,27.7315
0.2952,27.3427
0.2955,27.3643
0.2958,27.4831
0.2961,27.0511
0.2964,27.2455
0.2967,27.2455
0.297,26.9108
0.2973,27.1808
0.2976,26.9755
0.2979,26.738
0.2982,27.008
0.2985,26.6516
0.2988,26.5868
0.2991,26.7812
0.2994,26.3816
0.2997,26.5112
0.3,26.5868
0.3003,26.2088
0.3006,26.4356
0.3009,26.3168
0.3012,26.0144
0.3015,26.2736
0.3018,25.9929
0.3021,25.8525
0.3024,26.1116
0.3027,25.7337
0.303,25.7661
0.3033,25.9065
0.3036,25.4853
0.3039,25.6581
0.3042,25.6149
0.3045,25.2693
0.3048,25.5501
0.3051,25.3665
0.3054,25.1505
0.3057,25.4205
0.306,25.0857
0.3063,25.0317
0.3066,25.2369
0.3069,24.8374
0.3072,24.9562
0.3075,25.0209
0.3078,24.6538
0.3081,24.913
0.3084,24.805
0.3087,24.5026
0.309,24.7618
0.3093,24.4594
0.3096,24.319
0.3099,24.5674
0.3102,24.2002
0.3105,24.2542
0.3108,24.3838
0.3112,23.9735
0.3114,24.1462
0.3117,24.1247
0.3121,23.7791
0.3123,24.049
0.3126,23.8439
0.3129,23.6279
0.3132,23.9087
0.3135,23.5847
0.3138,23.5307
0.3141,23.7143
0.3144,23.3039
0.3147,23.4119
0.315,23.4659
0.3154,23.0988
0.3156,23.3363
0.3159,23.2068
0.3162,22.9152
0.3165,23.1851
0.3168,22.9044
0.3172,22.7748
0.3174,23.0016
0.3177,22.6236
0.318,22.656
0.3183,22.7748
0.3186,22.386
0.3189,22.5588
0.3192,22.5048
0.3195,22.1593
0.3198,22.4184
0.3201,22.1916
0.3204,21.9973
0.3207,22.2673
0.321,21.9433
0.3213,21.9001
0.3216,22.0729
0.3219,21.6841
0.3222,21.7921
0.3225,21.8029
0.3228,21.4249
0.3231,21.6517
0.3234,21.5113
0.3237,21.2414
0.324,21.5005
0.3243,21.209
0.3247,21.0794
0.3249,21.2845
0.3252,20.8958
0.3255,20.9498
0.3258,21.047
0.3262,20.6474
0.3265,20.831
0.3267,20.7662
0.327,20.4206
0.3273,20.6582
0.3277,20.4315
0.328,20.237
0.3282,20.4854
0.3285,20.1399
0.3288,20.1183
0.3291,20.2695
0.3295,19.8591
0.3297,19.9671
0.33,19.9779
0.3303,19.6107
0.3306,19.8159
0.3309,19.6539
0.3312,19.3623
0.3315,19.5999
0.3318,19.3191
0.3322,19.222
0.3324,19.4056
0.3327,19.0276
0.3331,19.06
0.3334,19.1356
0.3337,18.7576
0.334,18.9304
0.3342,18.844
0.3345,18.5092
0.3349,18.736
0.3352,18.5092
0.3355,18.3365
0.3357,18.5524
0.336,18.1745
0.3363,18.1313
0.3366,18.2501
0.337,17.8613
0.3372,17.9909
0.3375,17.9909
0.3378,17.6345
0.3381,17.8397
0.3385,17.6669
0.3387,17.4077
0.339,17.6345
0.3393,17.3214
0.3396,17.2026
0.3399,17.3754
0.3403,17.0082
0.3406,17.073
0.3408,17.1162
0.3412,16.7274
0.3414,16.8786
0.3417,16.7814
0.3421,16.4898
0.3424,16.7166
0.3427,16.4575
0.343,16.2847
0.3432,16.4683
0.3436,16.1119
0.3439,16.0903
0.3442,16.1983
0.3445,15.8203
0.3447,15.9391
0.345,15.9067
0.3454,15.5828
0.3456,15.7663
0.3459,15.5719
0.3462,15.3344
0.3465,15.5396
0.3468,15.248
0.3472,15.1616
0.3475,15.3236
0.3478,14.9456
0.348,14.9996
0.3483,15.032
0.3486,14.6649
0.349,14.8268
0.3493,14.6972
0.3496,14.4057
0.3498,14.6109
0.3502,14.3625
0.3504,14.2221
0.3508,14.4057
0.3511,14.0709
0.3514,14.0601
0.3517,14.1573
0.352,13.7902
0.3522,13.9089
0.3526,13.8549
0.3529,13.5418
0.3531,13.7253
0.3534,13.531
0.3537,13.3258
0.354,13.531
0.3544,13.2394
0.3547,13.1638
0.3549,13.2934
0.3553,12.937
0.3555,13.0126
0.3558,13.0342
0.3562,12.6887
0.3565,12.8398
0.3567,12.7103
0.357,12.4619
0.3573,12.6671
0.3576,12.4187
0.358,12.2891
0.3583,12.4619
0.3586,12.1487
0.3589,12.1703
0.3591,12.2351
0.3595,11.8895
0.3598,11.9975
0.3601,11.9327
0.3604,11.652
0.3607,11.8464
0.361,11.6412
0.3613,11.4684
0.3616,11.652
0.3619,11.3712
0.3622,11.3388
0.3624,11.4576
0.3628,11.112
0.3631,11.1876
0.3634,11.1876
0.3637,10.8852
0.364,11.058
0.3643,10.9392
0.3646,10.7232
0.3649,10.9177
0.3652,10.6693
0.3655,10.5721
0.3658,10.7232
0.3661,10.4209
0.3664,10.4425
0.3667,10.4965
0.367,10.1941
0.3673,10.3237
0.3676,10.2481
0.3679,10.0105
0.3681,10.1941
0.3685,10.0213
0.3688,9.881
0.3691,10.0429
0.3694,9.7622
0.3697,9.7406
0.3699,9.8378
0.3703,9.5462
0.3706,9.6434
0.3709,9.6326
0.3712,9.3734
0.3714,9.5354
0.3718,9.4058
0.3721,9.2222
0.3724,9.4058
0.3727,9.1682
0.373,9.1034
0.3733,9.233
0.3736,8.9631
0.3739,9.0278
0.3742,9.0711
0.3745,8.7903
0.3748,8.9199
0.3751,8.8335
0.3754,8.6283
0.3757,8.8119
0.376,8.6391
0.3763,8.5311
0.3765,8.6931
0.3769,8.4447
0.3772,8.4555
0.3775,8.5311
0.3778,8.2611
0.3781,8.3691
0.3784,8.3367
0.3787,8.1099
0.379,8.2719
0.3793,8.1531
0.3796,8.0127
0.3799,8.1747
0.3802,7.9696
0.3805,7.9264
0.3808,8.0452
0.3811,7.7968
0.3814,7.8508
0.3817,7.8939
0.382,7.6564
0.3823,7.7968
0.3826,7.7212
0.3829,7.5376
0.3832,7.6996
0.3835,7.5268
0.3838,7.4512
0.384,7.6024
0.3844,7.3864
0.3847,7.408
0.385,7.4728
0.3853,7.2352
0.3855,7.3432
0.3859,7.3216
0.3862,7.1272
0.3865,7.2892
0.3868,7.1705
0.3871,7.0409
0.3874,7.2028
0.3877,6.9977
0.388,6.9869
0.3883,7.084
0.3886,6.8573
0.3889,6.9329
0.3892,6.9653
0.3895,6.7493
0.3898,6.8789
0.3901,6.8141
0.3904,6.6629
0.3907,6.8357
0.391,6.6737
0.3913,6.6089
0.3916,6.7385
0.3919,6.5333
